Place,Time,Marking
>New batch arrives,0.0,3664
>New batch arrives,0.0,3665
>New batch arrives,0.0,3666
>New batch arrives,0.0,3667
>New batch arrives,0.0,3668
>New batch arrives,0.0,3669
>New batch arrives,0.0,3670
>New batch arrives,0.0,3671
>New batch arrives,0.0,3672
>New batch arrives,0.0,3673
>New batch arrives,0.0,3674
>New batch arrives,0.0,3675
>New batch arrives,0.0,3676
>New batch arrives,0.0,3677
>New batch arrives,0.0,3678
>New batch arrives,0.0,3679
>New batch arrives,0.0,3680
>New batch arrives,0.0,3681
>New batch arrives,0.0,3682
>New batch arrives,0.0,3683
>New batch arrives,0.0,3684
>New batch arrives,0.0,3685
>New batch arrives,0.0,3686
>New batch arrives,0.0,3687
>New batch arrives,0.0,3688
>New batch arrives,0.0,3689
>New batch arrives,0.0,3690
>New batch arrives,0.0,3691
>New batch arrives,0.0,3692
>New batch arrives,0.0,3693
>New batch arrives,0.0,3694
>New batch arrives,0.0,3695
>New batch arrives,0.0,3696
>New batch arrives,0.0,3697
>New batch arrives,0.0,3698
>New batch arrives,0.0,3699
>New batch arrives,0.0,3700
>New batch arrives,0.0,3701
>New batch arrives,0.0,3702
>New batch arrives,0.0,3703
>New batch arrives,0.0,3704
>New batch arrives,0.0,3705
>New batch arrives,0.0,3706
>New batch arrives,0.0,3707
>New batch arrives,0.0,3708
>New batch arrives,0.0,3709
>New batch arrives,0.0,3710
>New batch arrives,0.0,3711
>New batch arrives,0.0,3712
>New batch arrives,0.0,3713
>New batch arrives,0.0,3714
>New batch arrives,0.0,3715
>New batch arrives,0.0,3716
>New batch arrives,0.0,3717
>New batch arrives,0.0,3718
>New batch arrives,0.0,3719
>New batch arrives,0.0,3720
>New batch arrives,0.0,3721
>New batch arrives,0.0,3722
>New batch arrives,0.0,3723
>New batch arrives,0.0,3724
>New batch arrives,0.0,3725
>New batch arrives,0.0,3726
>New batch arrives,0.0,3727
>New batch arrives,0.0,3728
>New batch arrives,0.0,3729
>New batch arrives,0.0,3730
>New batch arrives,0.0,3731
>New batch arrives,0.0,3732
>New batch arrives,0.0,3733
>New batch arrives,0.0,3734
>New batch arrives,0.0,3735
>New batch arrives,0.0,3736
>New batch arrives,0.0,3737
>New batch arrives,0.0,3738
>New batch arrives,0.0,3739
>New batch arrives,0.0,3740
>New batch arrives,0.0,3741
>New batch arrives,0.0,3742
>New batch arrives,0.0,3743
>New batch arrives,0.0,3744
>New batch arrives,0.0,3745
>New batch arrives,0.0,3746
>New batch arrives,0.0,3747
>New batch arrives,0.0,3748
>New batch arrives,0.0,3749
>New batch arrives,0.0,3750
>New batch arrives,0.0,3751
>New batch arrives,0.0,3752
>New batch arrives,0.0,3753
>New batch arrives,0.0,3754
>New batch arrives,0.0,3755
>New batch arrives,0.0,3756
>New batch arrives,0.0,3757
>New batch arrives,0.0,3758
>New batch arrives,0.0,3759
>New batch arrives,0.0,3760
>New batch arrives,0.0,3761
>New batch arrives,0.0,3762
>New batch arrives,0.0,3763
>New batch arrives,0.0,3764
>New batch arrives,0.0,3765
>New batch arrives,0.0,3766
>New batch arrives,0.0,3767
>New batch arrives,0.0,3768
>New batch arrives,0.0,3769
>New batch arrives,0.0,3770
>New batch arrives,0.0,3771
>New batch arrives,0.0,3772
>New batch arrives,0.0,3773
>New batch arrives,0.0,3774
>New batch arrives,0.0,3775
>New batch arrives,0.0,3776
>New batch arrives,0.0,3777
>New batch arrives,0.0,3778
>New batch arrives,0.0,3779
>New batch arrives,0.0,3780
>New batch arrives,0.0,3781
>New batch arrives,0.0,3782
>New batch arrives,0.0,3783
>New batch arrives,0.0,3784
>New batch arrives,0.0,3785
>New batch arrives,0.0,3786
>New batch arrives,0.0,3787
>New batch arrives,0.0,3788
>New batch arrives,0.0,3789
>New batch arrives,0.0,3790
>New batch arrives,0.0,3791
>New batch arrives,0.0,3792
>New batch arrives,0.0,3793
>New batch arrives,0.0,3794
>New batch arrives,0.0,3795
>New batch arrives,0.0,3796
>New batch arrives,0.0,3797
>New batch arrives,0.0,3798
>New batch arrives,0.0,3799
>New batch arrives,0.0,3800
>New batch arrives,0.0,3801
>New batch arrives,0.0,3802
>New batch arrives,0.0,3803
>New batch arrives,0.0,3804
>New batch arrives,0.0,3805
>New batch arrives,0.0,3806
>New batch arrives,0.0,3807
>New batch arrives,0.0,3808
>New batch arrives,0.0,3809
>New batch arrives,0.0,3810
>New batch arrives,0.0,3811
>New batch arrives,0.0,3812
>New batch arrives,0.0,3813
>New batch arrives,0.0,3814
>New batch arrives,0.0,3815
>New batch arrives,0.0,3816
>New batch arrives,0.0,3817
>New batch arrives,0.0,3818
>New batch arrives,0.0,3819
>New batch arrives,0.0,3820
>New batch arrives,0.0,3821
>New batch arrives,0.0,3822
>New batch arrives,0.0,3823
>New batch arrives,0.0,3824
>New batch arrives,0.0,3825
>New batch arrives,0.0,3826
>New batch arrives,0.0,3827
>New batch arrives,0.0,3828
>New batch arrives,0.0,3829
>New batch arrives,0.0,3830
>New batch arrives,0.0,3831
>New batch arrives,0.0,3832
>New batch arrives,0.0,3833
>New batch arrives,0.0,3834
>New batch arrives,0.0,3835
>New batch arrives,0.0,3836
>New batch arrives,0.0,3837
>New batch arrives,0.0,3838
>New batch arrives,0.0,3839
>New batch arrives,0.0,3840
>New batch arrives,0.0,3841
>New batch arrives,0.0,3842
>New batch arrives,0.0,3843
>New batch arrives,0.0,3844
>New batch arrives,0.0,3845
>New batch arrives,0.0,3846
>New batch arrives,0.0,3847
>New batch arrives,0.0,3848
>New batch arrives,0.0,3849
>New batch arrives,0.0,3850
>New batch arrives,0.0,3851
>New batch arrives,0.0,3852
>New batch arrives,0.0,3853
>New batch arrives,0.0,3854
>New batch arrives,0.0,3855
>New batch arrives,0.0,3856
>New batch arrives,0.0,3857
>New batch arrives,0.0,3858
>New batch arrives,0.0,3859
>New batch arrives,0.0,3860
>New batch arrives,0.0,3861
>New batch arrives,0.0,3862
>New batch arrives,0.0,3863
>New batch arrives,0.0,3864
>New batch arrives,0.0,3865
>New batch arrives,0.0,3866
>New batch arrives,0.0,3867
>New batch arrives,0.0,3868
>New batch arrives,0.0,3869
>New batch arrives,0.0,3870
>New batch arrives,0.0,3871
>New batch arrives,0.0,3872
>New batch arrives,0.0,3873
>New batch arrives,0.0,3874
>New batch arrives,0.0,3875
>New batch arrives,0.0,3876
>New batch arrives,0.0,3877
>New batch arrives,0.0,3878
>New batch arrives,0.0,3879
>New batch arrives,0.0,3880
>New batch arrives,0.0,3881
>New batch arrives,0.0,3882
>New batch arrives,0.0,3883
>New batch arrives,0.0,3884
>New batch arrives,0.0,3885
>New batch arrives,0.0,3886
>New batch arrives,0.0,3887
>New batch arrives,0.0,3888
>New batch arrives,0.0,3889
>New batch arrives,0.0,3890
>New batch arrives,0.0,3891
>New batch arrives,0.0,3892
>New batch arrives,0.0,3893
>New batch arrives,0.0,3894
>New batch arrives,0.0,3895
>New batch arrives,0.0,3896
>New batch arrives,0.0,3897
>New batch arrives,0.0,3898
>New batch arrives,0.0,3899
>New batch arrives,0.0,3900
>New batch arrives,0.0,3901
>New batch arrives,0.0,3902
>New batch arrives,0.0,3903
>New batch arrives,0.0,3904
>New batch arrives,0.0,3905
>New batch arrives,0.0,3906
>New batch arrives,0.0,3907
>New batch arrives,0.0,3908
>New batch arrives,0.0,3909
>New batch arrives,0.0,3910
>New batch arrives,0.0,3911
>New batch arrives,0.0,3912
>New batch arrives,0.0,3913
>New batch arrives,0.0,3914
>New batch arrives,0.0,3915
>New batch arrives,0.0,3916
>New batch arrives,0.0,3917
>New batch arrives,0.0,3918
>New batch arrives,0.0,3919
>New batch arrives,0.0,3920
>New batch arrives,0.0,3921
>New batch arrives,0.0,3922
>New batch arrives,0.0,3923
>New batch arrives,0.0,3924
>New batch arrives,0.0,3925
>New batch arrives,0.0,3926
>New batch arrives,0.0,3927
>New batch arrives,0.0,3928
>New batch arrives,0.0,3929
>New batch arrives,0.0,3930
>New batch arrives,0.0,3931
>New batch arrives,0.0,3932
>New batch arrives,0.0,3933
>New batch arrives,0.0,3934
>New batch arrives,0.0,3935
>New batch arrives,0.0,3936
>New batch arrives,0.0,3937
>New batch arrives,0.0,3938
>New batch arrives,0.0,3939
>New batch arrives,0.0,3940
>New batch arrives,0.0,3941
>New batch arrives,0.0,3942
>New batch arrives,0.0,3943
>New batch arrives,0.0,3944
>New batch arrives,0.0,3945
>New batch arrives,0.0,3946
>New batch arrives,0.0,3947
>New batch arrives,0.0,3948
>New batch arrives,0.0,3949
>New batch arrives,0.0,3950
>New batch arrives,0.0,3951
>New batch arrives,0.0,3952
>New batch arrives,0.0,3953
>New batch arrives,0.0,3954
>New batch arrives,0.0,3955
>New batch arrives,0.0,3956
>New batch arrives,0.0,3957
>New batch arrives,0.0,3958
>New batch arrives,0.0,3959
>New batch arrives,0.0,3960
>New batch arrives,0.0,3961
>New batch arrives,0.0,3962
>New batch arrives,0.0,3963
>New batch arrives,0.0,3964
>New batch arrives,0.0,3965
>New batch arrives,0.0,3966
>New batch arrives,0.0,3967
>New batch arrives,0.0,3968
>New batch arrives,0.0,3969
>New batch arrives,0.0,3970
>New batch arrives,0.0,3971
>New batch arrives,0.0,3972
>New batch arrives,0.0,3973
>New batch arrives,0.0,3974
>New batch arrives,0.0,3975
>New batch arrives,0.0,3976
>New batch arrives,0.0,3977
>New batch arrives,0.0,3978
>New batch arrives,0.0,3979
>New batch arrives,0.0,3980
>New batch arrives,0.0,3981
>New batch arrives,0.0,3982
>New batch arrives,0.0,3983
>New batch arrives,0.0,3984
>New batch arrives,0.0,3985
>New batch arrives,0.0,3986
>New batch arrives,0.0,3987
>New batch arrives,0.0,3988
>New batch arrives,0.0,3989
>New batch arrives,0.0,3990
>New batch arrives,0.0,3991
>New batch arrives,0.0,3992
>New batch arrives,0.0,3993
>New batch arrives,0.0,3994
>New batch arrives,0.0,3995
>New batch arrives,0.0,3996
>New batch arrives,0.0,3997
>New batch arrives,0.0,3998
>New batch arrives,0.0,3999
>New batch arrives,0.0,4000
>New batch arrives,0.0,4001
>New batch arrives,0.0,4002
>New batch arrives,0.0,4003
>New batch arrives,0.0,4004
>New batch arrives,0.0,4005
>New batch arrives,0.0,4006
>New batch arrives,0.0,4007
>New batch arrives,0.0,4008
>New batch arrives,0.0,4009
>New batch arrives,0.0,4010
>New batch arrives,0.0,4011
>New batch arrives,0.0,4012
>New batch arrives,0.0,4013
>New batch arrives,0.0,4014
>New batch arrives,0.0,4015
>New batch arrives,0.0,4016
>New batch arrives,0.0,4017
>New batch arrives,0.0,4018
>New batch arrives,0.0,4019
>New batch arrives,0.0,4020
>New batch arrives,0.0,4021
>New batch arrives,0.0,4022
>New batch arrives,0.0,4023
>New batch arrives,0.0,4024
>New batch arrives,0.0,4025
>New batch arrives,0.0,4026
>New batch arrives,0.0,4027
>New batch arrives,0.0,4028
>New batch arrives,0.0,4029
>New batch arrives,0.0,4030
>New batch arrives,0.0,4031
>New batch arrives,0.0,4032
>New batch arrives,0.0,4033
>New batch arrives,0.0,4034
>New batch arrives,0.0,4035
>New batch arrives,0.0,4036
>New batch arrives,0.0,4037
>New batch arrives,0.0,4038
>New batch arrives,0.0,4039
>New batch arrives,0.0,4040
>New batch arrives,0.0,4041
>New batch arrives,0.0,4042
>New batch arrives,0.0,4043
>New batch arrives,0.0,4044
>New batch arrives,0.0,4045
>New batch arrives,0.0,4046
>New batch arrives,0.0,4047
>New batch arrives,0.0,4048
>New batch arrives,0.0,4049
>New batch arrives,0.0,4050
>New batch arrives,0.0,4051
>New batch arrives,0.0,4052
>New batch arrives,0.0,4053
>New batch arrives,0.0,4054
>New batch arrives,0.0,4055
>New batch arrives,0.0,4056
>New batch arrives,0.0,4057
>New batch arrives,0.0,4058
>New batch arrives,0.0,4059
>New batch arrives,0.0,4060
>New batch arrives,0.0,4061
>New batch arrives,0.0,4062
>New batch arrives,0.0,4063
>New batch arrives,0.0,4064
>New batch arrives,0.0,4065
>New batch arrives,0.0,4066
>New batch arrives,0.0,4067
>New batch arrives,0.0,4068
>New batch arrives,0.0,4069
>New batch arrives,0.0,4070
>New batch arrives,0.0,4071
>New batch arrives,0.0,4072
>New batch arrives,0.0,4073
>New batch arrives,0.0,4074
>New batch arrives,0.0,4075
>New batch arrives,0.0,4076
>New batch arrives,0.0,4077
>New batch arrives,0.0,4078
>New batch arrives,0.0,4079
>New batch arrives,0.0,4080
>New batch arrives,0.0,4081
>New batch arrives,0.0,4082
>New batch arrives,0.0,4083
>New batch arrives,0.0,4084
>New batch arrives,0.0,4085
>New batch arrives,0.0,4086
>New batch arrives,0.0,4087
>New batch arrives,0.0,4088
>New batch arrives,0.0,4089
>New batch arrives,0.0,4090
>New batch arrives,0.0,4091
>New batch arrives,0.0,4092
>New batch arrives,0.0,4093
>New batch arrives,0.0,4094
>New batch arrives,0.0,4095
>New batch arrives,0.0,4096
>New batch arrives,0.0,4097
>New batch arrives,0.0,4098
>New batch arrives,0.0,4099
>New batch arrives,0.0,4100
>New batch arrives,0.0,4101
>New batch arrives,0.0,4102
>New batch arrives,0.0,4103
>New batch arrives,0.0,4104
>New batch arrives,0.0,4105
>New batch arrives,0.0,4106
>New batch arrives,0.0,4107
>New batch arrives,0.0,4108
>New batch arrives,0.0,4109
>New batch arrives,0.0,4110
>New batch arrives,0.0,4111
>New batch arrives,0.0,4112
>New batch arrives,0.0,4113
>New batch arrives,0.0,4114
>New batch arrives,0.0,4115
>New batch arrives,0.0,4116
>New batch arrives,0.0,4117
>New batch arrives,0.0,4118
>New batch arrives,0.0,4119
>New batch arrives,0.0,4120
>New batch arrives,0.0,4121
>New batch arrives,0.0,4122
>New batch arrives,0.0,4123
>New batch arrives,0.0,4124
>New batch arrives,0.0,4125
>New batch arrives,0.0,4126
>New batch arrives,0.0,4127
>New batch arrives,0.0,4128
>New batch arrives,0.0,4129
>New batch arrives,0.0,4130
>New batch arrives,0.0,4131
>New batch arrives,0.0,4132
>New batch arrives,0.0,4133
>New batch arrives,0.0,4134
>New batch arrives,0.0,4135
>New batch arrives,0.0,4136
>New batch arrives,0.0,4137
>New batch arrives,0.0,4138
>New batch arrives,0.0,4139
>New batch arrives,0.0,4140
>New batch arrives,0.0,4141
>New batch arrives,0.0,4142
>New batch arrives,0.0,4143
>New batch arrives,0.0,4144
>New batch arrives,0.0,4145
>New batch arrives,0.0,4146
>New batch arrives,0.0,4147
>New batch arrives,0.0,4148
>New batch arrives,0.0,4149
>New batch arrives,0.0,4150
>New batch arrives,0.0,4151
>New batch arrives,0.0,4152
>New batch arrives,0.0,4153
>New batch arrives,0.0,4154
>New batch arrives,0.0,4155
>New batch arrives,0.0,4156
>New batch arrives,0.0,4157
>New batch arrives,0.0,4158
>New batch arrives,0.0,4159
>New batch arrives,0.0,4160
>New batch arrives,0.0,4161
>New batch arrives,0.0,4162
>New batch arrives,0.0,4163
>New batch arrives,0.0,4164
>New batch arrives,0.0,4165
>New batch arrives,0.0,4166
>New batch arrives,0.0,4167
>New batch arrives,0.0,4168
>New batch arrives,0.0,4169
>New batch arrives,0.0,4170
>New batch arrives,0.0,4171
>New batch arrives,0.0,4172
>New batch arrives,0.0,4173
>New batch arrives,0.0,4174
>New batch arrives,0.0,4175
>New batch arrives,0.0,4176
>New batch arrives,0.0,4177
>New batch arrives,0.0,4178
>New batch arrives,0.0,4179
>New batch arrives,0.0,4180
>New batch arrives,0.0,4181
>New batch arrives,0.0,4182
>New batch arrives,0.0,4183
>New batch arrives,0.0,4184
>New batch arrives,0.0,4185
>New batch arrives,0.0,4186
>New batch arrives,0.0,4187
>New batch arrives,0.0,4188
>New batch arrives,0.0,4189
>New batch arrives,0.0,4190
>New batch arrives,0.0,4191
>New batch arrives,0.0,4192
>New batch arrives,0.0,4193
>New batch arrives,0.0,4194
>New batch arrives,0.0,4195
>New batch arrives,0.0,4196
>New batch arrives,0.0,4197
>New batch arrives,0.0,4198
>New batch arrives,0.0,4199
>New batch arrives,0.0,4200
>New batch arrives,0.0,4201
>New batch arrives,0.0,4202
>New batch arrives,0.0,4203
>New batch arrives,0.0,4204
>New batch arrives,0.0,4205
>New batch arrives,0.0,4206
>New batch arrives,0.0,4207
>New batch arrives,0.0,4208
>New batch arrives,0.0,4209
>New batch arrives,0.0,4210
>New batch arrives,0.0,4211
>New batch arrives,0.0,4212
>New batch arrives,0.0,4213
>New batch arrives,0.0,4214
>New batch arrives,0.0,4215
>New batch arrives,0.0,4216
>New batch arrives,0.0,4217
>New batch arrives,0.0,4218
>New batch arrives,0.0,4219
>New batch arrives,0.0,4220
>New batch arrives,0.0,4221
>New batch arrives,0.0,4222
>New batch arrives,0.0,4223
>New batch arrives,0.0,4224
>New batch arrives,0.0,4225
>New batch arrives,0.0,4226
>New batch arrives,0.0,4227
>New batch arrives,0.0,4228
>New batch arrives,0.0,4229
>New batch arrives,0.0,4230
>New batch arrives,0.0,4231
>New batch arrives,0.0,4232
>New batch arrives,0.0,4233
>New batch arrives,0.0,4234
>New batch arrives,0.0,4235
>New batch arrives,0.0,4236
>New batch arrives,0.0,4237
>New batch arrives,0.0,4238
>New batch arrives,0.0,4239
>New batch arrives,0.0,4240
>New batch arrives,0.0,4241
>New batch arrives,0.0,4242
>New batch arrives,0.0,4243
>New batch arrives,0.0,4244
>New batch arrives,0.0,4245
>New batch arrives,0.0,4246
>New batch arrives,0.0,4247
>New batch arrives,0.0,4248
>New batch arrives,0.0,4249
>New batch arrives,0.0,4250
>New batch arrives,0.0,4251
>New batch arrives,0.0,4252
>New batch arrives,0.0,4253
>New batch arrives,0.0,4254
>New batch arrives,0.0,4255
>New batch arrives,0.0,4256
>New batch arrives,0.0,4257
>New batch arrives,0.0,4258
>New batch arrives,0.0,4259
>New batch arrives,0.0,4260
>New batch arrives,0.0,4261
>New batch arrives,0.0,4262
>New batch arrives,0.0,4263
>New batch arrives,0.0,4264
>New batch arrives,0.0,4265
>New batch arrives,0.0,4266
>New batch arrives,0.0,4267
>New batch arrives,0.0,4268
>New batch arrives,0.0,4269
>New batch arrives,0.0,4270
>New batch arrives,0.0,4271
>New batch arrives,0.0,4272
>New batch arrives,0.0,4273
>New batch arrives,0.0,4274
>New batch arrives,0.0,4275
>New batch arrives,0.0,4276
>New batch arrives,0.0,4277
>New batch arrives,0.0,4278
>New batch arrives,0.0,4279
>New batch arrives,0.0,4280
>New batch arrives,0.0,4281
>New batch arrives,0.0,4282
>New batch arrives,0.0,4283
