Place,Time,Marking
>New batch arrives,0.0,2732
>New batch arrives,0.0,2733
>New batch arrives,0.0,2734
>New batch arrives,0.0,2735
>New batch arrives,0.0,2736
>New batch arrives,0.0,2737
>New batch arrives,0.0,2738
>New batch arrives,0.0,2739
>New batch arrives,0.0,2740
>New batch arrives,0.0,2741
>New batch arrives,0.0,2742
>New batch arrives,0.0,2743
>New batch arrives,0.0,2744
>New batch arrives,0.0,2745
>New batch arrives,0.0,2746
>New batch arrives,0.0,2747
>New batch arrives,0.0,2748
>New batch arrives,0.0,2749
>New batch arrives,0.0,2750
>New batch arrives,0.0,2751
>New batch arrives,0.0,2752
>New batch arrives,0.0,2753
>New batch arrives,0.0,2754
>New batch arrives,0.0,2755
>New batch arrives,0.0,2756
>New batch arrives,0.0,2757
>New batch arrives,0.0,2758
>New batch arrives,0.0,2759
>New batch arrives,0.0,2760
>New batch arrives,0.0,2761
>New batch arrives,0.0,2762
>New batch arrives,0.0,2763
>New batch arrives,0.0,2764
>New batch arrives,0.0,2765
>New batch arrives,0.0,2766
>New batch arrives,0.0,2767
>New batch arrives,0.0,2768
>New batch arrives,0.0,2769
>New batch arrives,0.0,2770
>New batch arrives,0.0,2771
>New batch arrives,0.0,2772
>New batch arrives,0.0,2773
>New batch arrives,0.0,2774
>New batch arrives,0.0,2775
>New batch arrives,0.0,2776
>New batch arrives,0.0,2777
>New batch arrives,0.0,2778
>New batch arrives,0.0,2779
>New batch arrives,0.0,2780
>New batch arrives,0.0,2781
>New batch arrives,0.0,2782
>New batch arrives,0.0,2783
>New batch arrives,0.0,2784
>New batch arrives,0.0,2785
>New batch arrives,0.0,2786
>New batch arrives,0.0,2787
>New batch arrives,0.0,2788
>New batch arrives,0.0,2789
>New batch arrives,0.0,2790
>New batch arrives,0.0,2791
>New batch arrives,0.0,2792
>New batch arrives,0.0,2793
>New batch arrives,0.0,2794
>New batch arrives,0.0,2795
>New batch arrives,0.0,2796
>New batch arrives,0.0,2797
>New batch arrives,0.0,2798
>New batch arrives,0.0,2799
>New batch arrives,0.0,2800
>New batch arrives,0.0,2801
>New batch arrives,0.0,2802
>New batch arrives,0.0,2803
>New batch arrives,0.0,2804
>New batch arrives,0.0,2805
>New batch arrives,0.0,2806
>New batch arrives,0.0,2807
>New batch arrives,0.0,2808
>New batch arrives,0.0,2809
>New batch arrives,0.0,2810
>New batch arrives,0.0,2811
>New batch arrives,0.0,2812
>New batch arrives,0.0,2813
>New batch arrives,0.0,2814
>New batch arrives,0.0,2815
>New batch arrives,0.0,2816
>New batch arrives,0.0,2817
>New batch arrives,0.0,2818
>New batch arrives,0.0,2819
>New batch arrives,0.0,2820
>New batch arrives,0.0,2821
>New batch arrives,0.0,2822
>New batch arrives,0.0,2823
>New batch arrives,0.0,2824
>New batch arrives,0.0,2825
>New batch arrives,0.0,2826
>New batch arrives,0.0,2827
>New batch arrives,0.0,2828
>New batch arrives,0.0,2829
>New batch arrives,0.0,2830
>New batch arrives,0.0,2831
>New batch arrives,0.0,2832
>New batch arrives,0.0,2833
>New batch arrives,0.0,2834
>New batch arrives,0.0,2835
>New batch arrives,0.0,2836
>New batch arrives,0.0,2837
>New batch arrives,0.0,2838
>New batch arrives,0.0,2839
>New batch arrives,0.0,2840
>New batch arrives,0.0,2841
>New batch arrives,0.0,2842
>New batch arrives,0.0,2843
>New batch arrives,0.0,2844
>New batch arrives,0.0,2845
>New batch arrives,0.0,2846
>New batch arrives,0.0,2847
>New batch arrives,0.0,2848
>New batch arrives,0.0,2849
>New batch arrives,0.0,2850
>New batch arrives,0.0,2851
>New batch arrives,0.0,2852
>New batch arrives,0.0,2853
>New batch arrives,0.0,2854
>New batch arrives,0.0,2855
>New batch arrives,0.0,2856
>New batch arrives,0.0,2857
>New batch arrives,0.0,2858
>New batch arrives,0.0,2859
>New batch arrives,0.0,2860
>New batch arrives,0.0,2861
>New batch arrives,0.0,2862
>New batch arrives,0.0,2863
>New batch arrives,0.0,2864
>New batch arrives,0.0,2865
>New batch arrives,0.0,2866
>New batch arrives,0.0,2867
>New batch arrives,0.0,2868
>New batch arrives,0.0,2869
>New batch arrives,0.0,2870
>New batch arrives,0.0,2871
>New batch arrives,0.0,2872
>New batch arrives,0.0,2873
>New batch arrives,0.0,2874
>New batch arrives,0.0,2875
>New batch arrives,0.0,2876
>New batch arrives,0.0,2877
>New batch arrives,0.0,2878
>New batch arrives,0.0,2879
>New batch arrives,0.0,2880
>New batch arrives,0.0,2881
>New batch arrives,0.0,2882
>New batch arrives,0.0,2883
>New batch arrives,0.0,2884
>New batch arrives,0.0,2885
>New batch arrives,0.0,2886
>New batch arrives,0.0,2887
>New batch arrives,0.0,2888
>New batch arrives,0.0,2889
>New batch arrives,0.0,2890
>New batch arrives,0.0,2891
>New batch arrives,0.0,2892
>New batch arrives,0.0,2893
>New batch arrives,0.0,2894
>New batch arrives,0.0,2895
>New batch arrives,0.0,2896
>New batch arrives,0.0,2897
>New batch arrives,0.0,2898
>New batch arrives,0.0,2899
>New batch arrives,0.0,2900
>New batch arrives,0.0,2901
>New batch arrives,0.0,2902
>New batch arrives,0.0,2903
>New batch arrives,0.0,2904
>New batch arrives,0.0,2905
>New batch arrives,0.0,2906
>New batch arrives,0.0,2907
>New batch arrives,0.0,2908
>New batch arrives,0.0,2909
>New batch arrives,0.0,2910
>New batch arrives,0.0,2911
>New batch arrives,0.0,2912
>New batch arrives,0.0,2913
>New batch arrives,0.0,2914
>New batch arrives,0.0,2915
>New batch arrives,0.0,2916
>New batch arrives,0.0,2917
>New batch arrives,0.0,2918
>New batch arrives,0.0,2919
>New batch arrives,0.0,2920
>New batch arrives,0.0,2921
>New batch arrives,0.0,2922
>New batch arrives,0.0,2923
>New batch arrives,0.0,2924
>New batch arrives,0.0,2925
>New batch arrives,0.0,2926
>New batch arrives,0.0,2927
>New batch arrives,0.0,2928
>New batch arrives,0.0,2929
>New batch arrives,0.0,2930
>New batch arrives,0.0,2931
>New batch arrives,0.0,2932
>New batch arrives,0.0,2933
>New batch arrives,0.0,2934
>New batch arrives,0.0,2935
>New batch arrives,0.0,2936
>New batch arrives,0.0,2937
>New batch arrives,0.0,2938
>New batch arrives,0.0,2939
>New batch arrives,0.0,2940
>New batch arrives,0.0,2941
>New batch arrives,0.0,2942
>New batch arrives,0.0,2943
>New batch arrives,0.0,2944
>New batch arrives,0.0,2945
>New batch arrives,0.0,2946
>New batch arrives,0.0,2947
>New batch arrives,0.0,2948
>New batch arrives,0.0,2949
>New batch arrives,0.0,2950
>New batch arrives,0.0,2951
>New batch arrives,0.0,2952
>New batch arrives,0.0,2953
>New batch arrives,0.0,2954
>New batch arrives,0.0,2955
>New batch arrives,0.0,2956
>New batch arrives,0.0,2957
>New batch arrives,0.0,2958
>New batch arrives,0.0,2959
>New batch arrives,0.0,2960
>New batch arrives,0.0,2961
>New batch arrives,0.0,2962
>New batch arrives,0.0,2963
>New batch arrives,0.0,2964
>New batch arrives,0.0,2965
>New batch arrives,0.0,2966
>New batch arrives,0.0,2967
>New batch arrives,0.0,2968
>New batch arrives,0.0,2969
>New batch arrives,0.0,2970
>New batch arrives,0.0,2971
>New batch arrives,0.0,2972
>New batch arrives,0.0,2973
>New batch arrives,0.0,2974
>New batch arrives,0.0,2975
>New batch arrives,0.0,2976
>New batch arrives,0.0,2977
>New batch arrives,0.0,2978
>New batch arrives,0.0,2979
>New batch arrives,0.0,2980
>New batch arrives,0.0,2981
>New batch arrives,0.0,2982
>New batch arrives,0.0,2983
>New batch arrives,0.0,2984
>New batch arrives,0.0,2985
>New batch arrives,0.0,2986
>New batch arrives,0.0,2987
>New batch arrives,0.0,2988
>New batch arrives,0.0,2989
>New batch arrives,0.0,2990
>New batch arrives,0.0,2991
>New batch arrives,0.0,2992
>New batch arrives,0.0,2993
>New batch arrives,0.0,2994
>New batch arrives,0.0,2995
>New batch arrives,0.0,2996
>New batch arrives,0.0,2997
>New batch arrives,0.0,2998
>New batch arrives,0.0,2999
>New batch arrives,0.0,3000
>New batch arrives,0.0,3001
>New batch arrives,0.0,3002
>New batch arrives,0.0,3003
>New batch arrives,0.0,3004
>New batch arrives,0.0,3005
>New batch arrives,0.0,3006
>New batch arrives,0.0,3007
>New batch arrives,0.0,3008
>New batch arrives,0.0,3009
>New batch arrives,0.0,3010
>New batch arrives,0.0,3011
>New batch arrives,0.0,3012
>New batch arrives,0.0,3013
>New batch arrives,0.0,3014
>New batch arrives,0.0,3015
>New batch arrives,0.0,3016
>New batch arrives,0.0,3017
>New batch arrives,0.0,3018
>New batch arrives,0.0,3019
>New batch arrives,0.0,3020
>New batch arrives,0.0,3021
>New batch arrives,0.0,3022
>New batch arrives,0.0,3023
>New batch arrives,0.0,3024
>New batch arrives,0.0,3025
>New batch arrives,0.0,3026
>New batch arrives,0.0,3027
>New batch arrives,0.0,3028
>New batch arrives,0.0,3029
>New batch arrives,0.0,3030
>New batch arrives,0.0,3031
>New batch arrives,0.0,3032
>New batch arrives,0.0,3033
>New batch arrives,0.0,3034
>New batch arrives,0.0,3035
>New batch arrives,0.0,3036
>New batch arrives,0.0,3037
>New batch arrives,0.0,3038
>New batch arrives,0.0,3039
>New batch arrives,0.0,3040
>New batch arrives,0.0,3041
>New batch arrives,0.0,3042
>New batch arrives,0.0,3043
>New batch arrives,0.0,3044
>New batch arrives,0.0,3045
>New batch arrives,0.0,3046
>New batch arrives,0.0,3047
>New batch arrives,0.0,3048
>New batch arrives,0.0,3049
>New batch arrives,0.0,3050
>New batch arrives,0.0,3051
>New batch arrives,0.0,3052
>New batch arrives,0.0,3053
>New batch arrives,0.0,3054
>New batch arrives,0.0,3055
>New batch arrives,0.0,3056
>New batch arrives,0.0,3057
>New batch arrives,0.0,3058
>New batch arrives,0.0,3059
>New batch arrives,0.0,3060
>New batch arrives,0.0,3061
>New batch arrives,0.0,3062
>New batch arrives,0.0,3063
>New batch arrives,0.0,3064
>New batch arrives,0.0,3065
>New batch arrives,0.0,3066
>New batch arrives,0.0,3067
>New batch arrives,0.0,3068
>New batch arrives,0.0,3069
>New batch arrives,0.0,3070
>New batch arrives,0.0,3071
>New batch arrives,0.0,3072
>New batch arrives,0.0,3073
>New batch arrives,0.0,3074
>New batch arrives,0.0,3075
>New batch arrives,0.0,3076
>New batch arrives,0.0,3077
>New batch arrives,0.0,3078
>New batch arrives,0.0,3079
>New batch arrives,0.0,3080
>New batch arrives,0.0,3081
>New batch arrives,0.0,3082
>New batch arrives,0.0,3083
>New batch arrives,0.0,3084
>New batch arrives,0.0,3085
>New batch arrives,0.0,3086
>New batch arrives,0.0,3087
>New batch arrives,0.0,3088
>New batch arrives,0.0,3089
>New batch arrives,0.0,3090
>New batch arrives,0.0,3091
>New batch arrives,0.0,3092
>New batch arrives,0.0,3093
>New batch arrives,0.0,3094
>New batch arrives,0.0,3095
>New batch arrives,0.0,3096
>New batch arrives,0.0,3097
>New batch arrives,0.0,3098
>New batch arrives,0.0,3099
>New batch arrives,0.0,3100
>New batch arrives,0.0,3101
>New batch arrives,0.0,3102
>New batch arrives,0.0,3103
>New batch arrives,0.0,3104
>New batch arrives,0.0,3105
>New batch arrives,0.0,3106
>New batch arrives,0.0,3107
>New batch arrives,0.0,3108
>New batch arrives,0.0,3109
>New batch arrives,0.0,3110
>New batch arrives,0.0,3111
>New batch arrives,0.0,3112
>New batch arrives,0.0,3113
>New batch arrives,0.0,3114
>New batch arrives,0.0,3115
>New batch arrives,0.0,3116
>New batch arrives,0.0,3117
>New batch arrives,0.0,3118
>New batch arrives,0.0,3119
>New batch arrives,0.0,3120
>New batch arrives,0.0,3121
>New batch arrives,0.0,3122
>New batch arrives,0.0,3123
>New batch arrives,0.0,3124
>New batch arrives,0.0,3125
>New batch arrives,0.0,3126
>New batch arrives,0.0,3127
>New batch arrives,0.0,3128
>New batch arrives,0.0,3129
>New batch arrives,0.0,3130
>New batch arrives,0.0,3131
>New batch arrives,0.0,3132
>New batch arrives,0.0,3133
>New batch arrives,0.0,3134
>New batch arrives,0.0,3135
>New batch arrives,0.0,3136
>New batch arrives,0.0,3137
>New batch arrives,0.0,3138
>New batch arrives,0.0,3139
>New batch arrives,0.0,3140
>New batch arrives,0.0,3141
>New batch arrives,0.0,3142
>New batch arrives,0.0,3143
>New batch arrives,0.0,3144
>New batch arrives,0.0,3145
>New batch arrives,0.0,3146
>New batch arrives,0.0,3147
>New batch arrives,0.0,3148
>New batch arrives,0.0,3149
>New batch arrives,0.0,3150
>New batch arrives,0.0,3151
>New batch arrives,0.0,3152
>New batch arrives,0.0,3153
>New batch arrives,0.0,3154
>New batch arrives,0.0,3155
>New batch arrives,0.0,3156
>New batch arrives,0.0,3157
>New batch arrives,0.0,3158
>New batch arrives,0.0,3159
>New batch arrives,0.0,3160
>New batch arrives,0.0,3161
>New batch arrives,0.0,3162
>New batch arrives,0.0,3163
>New batch arrives,0.0,3164
>New batch arrives,0.0,3165
>New batch arrives,0.0,3166
>New batch arrives,0.0,3167
>New batch arrives,0.0,3168
>New batch arrives,0.0,3169
>New batch arrives,0.0,3170
>New batch arrives,0.0,3171
>New batch arrives,0.0,3172
>New batch arrives,0.0,3173
>New batch arrives,0.0,3174
>New batch arrives,0.0,3175
>New batch arrives,0.0,3176
>New batch arrives,0.0,3177
>New batch arrives,0.0,3178
>New batch arrives,0.0,3179
>New batch arrives,0.0,3180
>New batch arrives,0.0,3181
>New batch arrives,0.0,3182
>New batch arrives,0.0,3183
>New batch arrives,0.0,3184
>New batch arrives,0.0,3185
>New batch arrives,0.0,3186
>New batch arrives,0.0,3187
>New batch arrives,0.0,3188
>New batch arrives,0.0,3189
>New batch arrives,0.0,3190
>New batch arrives,0.0,3191
>New batch arrives,0.0,3192
>New batch arrives,0.0,3193
>New batch arrives,0.0,3194
>New batch arrives,0.0,3195
>New batch arrives,0.0,3196
>New batch arrives,0.0,3197
>New batch arrives,0.0,3198
>New batch arrives,0.0,3199
>New batch arrives,0.0,3200
>New batch arrives,0.0,3201
>New batch arrives,0.0,3202
>New batch arrives,0.0,3203
>New batch arrives,0.0,3204
>New batch arrives,0.0,3205
>New batch arrives,0.0,3206
>New batch arrives,0.0,3207
>New batch arrives,0.0,3208
>New batch arrives,0.0,3209
>New batch arrives,0.0,3210
>New batch arrives,0.0,3211
>New batch arrives,0.0,3212
>New batch arrives,0.0,3213
>New batch arrives,0.0,3214
>New batch arrives,0.0,3215
>New batch arrives,0.0,3216
>New batch arrives,0.0,3217
>New batch arrives,0.0,3218
>New batch arrives,0.0,3219
>New batch arrives,0.0,3220
>New batch arrives,0.0,3221
>New batch arrives,0.0,3222
>New batch arrives,0.0,3223
>New batch arrives,0.0,3224
>New batch arrives,0.0,3225
>New batch arrives,0.0,3226
>New batch arrives,0.0,3227
>New batch arrives,0.0,3228
>New batch arrives,0.0,3229
>New batch arrives,0.0,3230
>New batch arrives,0.0,3231
>New batch arrives,0.0,3232
>New batch arrives,0.0,3233
>New batch arrives,0.0,3234
>New batch arrives,0.0,3235
>New batch arrives,0.0,3236
>New batch arrives,0.0,3237
>New batch arrives,0.0,3238
>New batch arrives,0.0,3239
>New batch arrives,0.0,3240
>New batch arrives,0.0,3241
>New batch arrives,0.0,3242
>New batch arrives,0.0,3243
>New batch arrives,0.0,3244
>New batch arrives,0.0,3245
>New batch arrives,0.0,3246
>New batch arrives,0.0,3247
>New batch arrives,0.0,3248
>New batch arrives,0.0,3249
>New batch arrives,0.0,3250
>New batch arrives,0.0,3251
>New batch arrives,0.0,3252
>New batch arrives,0.0,3253
>New batch arrives,0.0,3254
>New batch arrives,0.0,3255
>New batch arrives,0.0,3256
>New batch arrives,0.0,3257
>New batch arrives,0.0,3258
>New batch arrives,0.0,3259
>New batch arrives,0.0,3260
>New batch arrives,0.0,3261
>New batch arrives,0.0,3262
>New batch arrives,0.0,3263
>New batch arrives,0.0,3264
>New batch arrives,0.0,3265
>New batch arrives,0.0,3266
>New batch arrives,0.0,3267
>New batch arrives,0.0,3268
>New batch arrives,0.0,3269
>New batch arrives,0.0,3270
>New batch arrives,0.0,3271
>New batch arrives,0.0,3272
>New batch arrives,0.0,3273
>New batch arrives,0.0,3274
>New batch arrives,0.0,3275
>New batch arrives,0.0,3276
>New batch arrives,0.0,3277
>New batch arrives,0.0,3278
>New batch arrives,0.0,3279
>New batch arrives,0.0,3280
>New batch arrives,0.0,3281
>New batch arrives,0.0,3282
>New batch arrives,0.0,3283
>New batch arrives,0.0,3284
>New batch arrives,0.0,3285
>New batch arrives,0.0,3286
>New batch arrives,0.0,3287
>New batch arrives,0.0,3288
>New batch arrives,0.0,3289
>New batch arrives,0.0,3290
>New batch arrives,0.0,3291
>New batch arrives,0.0,3292
>New batch arrives,0.0,3293
>New batch arrives,0.0,3294
>New batch arrives,0.0,3295
>New batch arrives,0.0,3296
>New batch arrives,0.0,3297
>New batch arrives,0.0,3298
>New batch arrives,0.0,3299
>New batch arrives,0.0,3300
>New batch arrives,0.0,3301
>New batch arrives,0.0,3302
>New batch arrives,0.0,3303
>New batch arrives,0.0,3304
>New batch arrives,0.0,3305
>New batch arrives,0.0,3306
>New batch arrives,0.0,3307
>New batch arrives,0.0,3308
>New batch arrives,0.0,3309
>New batch arrives,0.0,3310
>New batch arrives,0.0,3311
>New batch arrives,0.0,3312
>New batch arrives,0.0,3313
>New batch arrives,0.0,3314
>New batch arrives,0.0,3315
>New batch arrives,0.0,3316
>New batch arrives,0.0,3317
>New batch arrives,0.0,3318
>New batch arrives,0.0,3319
>New batch arrives,0.0,3320
>New batch arrives,0.0,3321
>New batch arrives,0.0,3322
>New batch arrives,0.0,3323
>New batch arrives,0.0,3324
>New batch arrives,0.0,3325
>New batch arrives,0.0,3326
>New batch arrives,0.0,3327
>New batch arrives,0.0,3328
>New batch arrives,0.0,3329
>New batch arrives,0.0,3330
>New batch arrives,0.0,3331
>New batch arrives,0.0,3332
>New batch arrives,0.0,3333
>New batch arrives,0.0,3334
>New batch arrives,0.0,3335
>New batch arrives,0.0,3336
>New batch arrives,0.0,3337
>New batch arrives,0.0,3338
>New batch arrives,0.0,3339
>New batch arrives,0.0,3340
>New batch arrives,0.0,3341
>New batch arrives,0.0,3342
>New batch arrives,0.0,3343
>New batch arrives,0.0,3344
>New batch arrives,0.0,3345
>New batch arrives,0.0,3346
>New batch arrives,0.0,3347
>New batch arrives,0.0,3348
>New batch arrives,0.0,3349
>New batch arrives,0.0,3350
>New batch arrives,0.0,3351
>New batch arrives,0.0,3352
>New batch arrives,0.0,3353
>New batch arrives,0.0,3354
>New batch arrives,0.0,3355
>New batch arrives,0.0,3356
>New batch arrives,0.0,3357
>New batch arrives,0.0,3358
>New batch arrives,0.0,3359
>New batch arrives,0.0,3360
>New batch arrives,0.0,3361
>New batch arrives,0.0,3362
>New batch arrives,0.0,3363
>New batch arrives,0.0,3364
>New batch arrives,0.0,3365
>New batch arrives,0.0,3366
>New batch arrives,0.0,3367
>New batch arrives,0.0,3368
>New batch arrives,0.0,3369
>New batch arrives,0.0,3370
>New batch arrives,0.0,3371
>New batch arrives,0.0,3372
>New batch arrives,0.0,3373
>New batch arrives,0.0,3374
>New batch arrives,0.0,3375
>New batch arrives,0.0,3376
>New batch arrives,0.0,3377
>New batch arrives,0.0,3378
>New batch arrives,0.0,3379
>New batch arrives,0.0,3380
>New batch arrives,0.0,3381
>New batch arrives,0.0,3382
>New batch arrives,0.0,3383
>New batch arrives,0.0,3384
>New batch arrives,0.0,3385
>New batch arrives,0.0,3386
>New batch arrives,0.0,3387
>New batch arrives,0.0,3388
>New batch arrives,0.0,3389
>New batch arrives,0.0,3390
>New batch arrives,0.0,3391
>New batch arrives,0.0,3392
>New batch arrives,0.0,3393
>New batch arrives,0.0,3394
>New batch arrives,0.0,3395
>New batch arrives,0.0,3396
>New batch arrives,0.0,3397
>New batch arrives,0.0,3398
>New batch arrives,0.0,3399
>New batch arrives,0.0,3400
>New batch arrives,0.0,3401
>New batch arrives,0.0,3402
>New batch arrives,0.0,3403
>New batch arrives,0.0,3404
>New batch arrives,0.0,3405
>New batch arrives,0.0,3406
>New batch arrives,0.0,3407
>New batch arrives,0.0,3408
>New batch arrives,0.0,3409
>New batch arrives,0.0,3410
>New batch arrives,0.0,3411
>New batch arrives,0.0,3412
>New batch arrives,0.0,3413
>New batch arrives,0.0,3414
>New batch arrives,0.0,3415
>New batch arrives,0.0,3416
>New batch arrives,0.0,3417
>New batch arrives,0.0,3418
>New batch arrives,0.0,3419
>New batch arrives,0.0,3420
>New batch arrives,0.0,3421
>New batch arrives,0.0,3422
>New batch arrives,0.0,3423
>New batch arrives,0.0,3424
>New batch arrives,0.0,3425
>New batch arrives,0.0,3426
>New batch arrives,0.0,3427
>New batch arrives,0.0,3428
>New batch arrives,0.0,3429
>New batch arrives,0.0,3430
>New batch arrives,0.0,3431
>New batch arrives,0.0,3432
>New batch arrives,0.0,3433
>New batch arrives,0.0,3434
>New batch arrives,0.0,3435
>New batch arrives,0.0,3436
>New batch arrives,0.0,3437
>New batch arrives,0.0,3438
>New batch arrives,0.0,3439
>New batch arrives,0.0,3440
>New batch arrives,0.0,3441
>New batch arrives,0.0,3442
>New batch arrives,0.0,3443
>New batch arrives,0.0,3444
>New batch arrives,0.0,3445
>New batch arrives,0.0,3446
>New batch arrives,0.0,3447
>New batch arrives,0.0,3448
>New batch arrives,0.0,3449
>New batch arrives,0.0,3450
>New batch arrives,0.0,3451
>New batch arrives,0.0,3452
>New batch arrives,0.0,3453
>New batch arrives,0.0,3454
>New batch arrives,0.0,3455
>New batch arrives,0.0,3456
>New batch arrives,0.0,3457
>New batch arrives,0.0,3458
>New batch arrives,0.0,3459
>New batch arrives,0.0,3460
>New batch arrives,0.0,3461
>New batch arrives,0.0,3462
>New batch arrives,0.0,3463
>New batch arrives,0.0,3464
>New batch arrives,0.0,3465
>New batch arrives,0.0,3466
>New batch arrives,0.0,3467
>New batch arrives,0.0,3468
>New batch arrives,0.0,3469
>New batch arrives,0.0,3470
>New batch arrives,0.0,3471
>New batch arrives,0.0,3472
>New batch arrives,0.0,3473
>New batch arrives,0.0,3474
>New batch arrives,0.0,3475
>New batch arrives,0.0,3476
>New batch arrives,0.0,3477
>New batch arrives,0.0,3478
>New batch arrives,0.0,3479
>New batch arrives,0.0,3480
>New batch arrives,0.0,3481
>New batch arrives,0.0,3482
>New batch arrives,0.0,3483
>New batch arrives,0.0,3484
>New batch arrives,0.0,3485
>New batch arrives,0.0,3486
>New batch arrives,0.0,3487
>New batch arrives,0.0,3488
>New batch arrives,0.0,3489
>New batch arrives,0.0,3490
>New batch arrives,0.0,3491
>New batch arrives,0.0,3492
>New batch arrives,0.0,3493
>New batch arrives,0.0,3494
>New batch arrives,0.0,3495
>New batch arrives,0.0,3496
>New batch arrives,0.0,3497
>New batch arrives,0.0,3498
>New batch arrives,0.0,3499
>New batch arrives,0.0,3500
>New batch arrives,0.0,3501
>New batch arrives,0.0,3502
>New batch arrives,0.0,3503
>New batch arrives,0.0,3504
>New batch arrives,0.0,3505
>New batch arrives,0.0,3506
>New batch arrives,0.0,3507
>New batch arrives,0.0,3508
>New batch arrives,0.0,3509
>New batch arrives,0.0,3510
>New batch arrives,0.0,3511
>New batch arrives,0.0,3512
>New batch arrives,0.0,3513
>New batch arrives,0.0,3514
>New batch arrives,0.0,3515
>New batch arrives,0.0,3516
>New batch arrives,0.0,3517
>New batch arrives,0.0,3518
>New batch arrives,0.0,3519
>New batch arrives,0.0,3520
>New batch arrives,0.0,3521
>New batch arrives,0.0,3522
>New batch arrives,0.0,3523
>New batch arrives,0.0,3524
>New batch arrives,0.0,3525
>New batch arrives,0.0,3526
>New batch arrives,0.0,3527
>New batch arrives,0.0,3528
>New batch arrives,0.0,3529
>New batch arrives,0.0,3530
>New batch arrives,0.0,3531
>New batch arrives,0.0,3532
>New batch arrives,0.0,3533
>New batch arrives,0.0,3534
>New batch arrives,0.0,3535
>New batch arrives,0.0,3536
>New batch arrives,0.0,3537
>New batch arrives,0.0,3538
>New batch arrives,0.0,3539
>New batch arrives,0.0,3540
>New batch arrives,0.0,3541
>New batch arrives,0.0,3542
>New batch arrives,0.0,3543
>New batch arrives,0.0,3544
>New batch arrives,0.0,3545
>New batch arrives,0.0,3546
>New batch arrives,0.0,3547
>New batch arrives,0.0,3548
>New batch arrives,0.0,3549
>New batch arrives,0.0,3550
>New batch arrives,0.0,3551
>New batch arrives,0.0,3552
>New batch arrives,0.0,3553
>New batch arrives,0.0,3554
>New batch arrives,0.0,3555
>New batch arrives,0.0,3556
>New batch arrives,0.0,3557
>New batch arrives,0.0,3558
>New batch arrives,0.0,3559
>New batch arrives,0.0,3560
>New batch arrives,0.0,3561
>New batch arrives,0.0,3562
>New batch arrives,0.0,3563
>New batch arrives,0.0,3564
>New batch arrives,0.0,3565
>New batch arrives,0.0,3566
>New batch arrives,0.0,3567
>New batch arrives,0.0,3568
>New batch arrives,0.0,3569
>New batch arrives,0.0,3570
>New batch arrives,0.0,3571
>New batch arrives,0.0,3572
>New batch arrives,0.0,3573
>New batch arrives,0.0,3574
>New batch arrives,0.0,3575
>New batch arrives,0.0,3576
>New batch arrives,0.0,3577
>New batch arrives,0.0,3578
>New batch arrives,0.0,3579
>New batch arrives,0.0,3580
>New batch arrives,0.0,3581
>New batch arrives,0.0,3582
>New batch arrives,0.0,3583
>New batch arrives,0.0,3584
>New batch arrives,0.0,3585
>New batch arrives,0.0,3586
>New batch arrives,0.0,3587
>New batch arrives,0.0,3588
>New batch arrives,0.0,3589
>New batch arrives,0.0,3590
>New batch arrives,0.0,3591
>New batch arrives,0.0,3592
>New batch arrives,0.0,3593
>New batch arrives,0.0,3594
>New batch arrives,0.0,3595
>New batch arrives,0.0,3596
>New batch arrives,0.0,3597
>New batch arrives,0.0,3598
>New batch arrives,0.0,3599
>New batch arrives,0.0,3600
>New batch arrives,0.0,3601
>New batch arrives,0.0,3602
>New batch arrives,0.0,3603
>New batch arrives,0.0,3604
>New batch arrives,0.0,3605
>New batch arrives,0.0,3606
>New batch arrives,0.0,3607
>New batch arrives,0.0,3608
>New batch arrives,0.0,3609
>New batch arrives,0.0,3610
>New batch arrives,0.0,3611
>New batch arrives,0.0,3612
>New batch arrives,0.0,3613
>New batch arrives,0.0,3614
>New batch arrives,0.0,3615
>New batch arrives,0.0,3616
>New batch arrives,0.0,3617
>New batch arrives,0.0,3618
>New batch arrives,0.0,3619
>New batch arrives,0.0,3620
>New batch arrives,0.0,3621
>New batch arrives,0.0,3622
>New batch arrives,0.0,3623
>New batch arrives,0.0,3624
>New batch arrives,0.0,3625
>New batch arrives,0.0,3626
>New batch arrives,0.0,3627
>New batch arrives,0.0,3628
>New batch arrives,0.0,3629
>New batch arrives,0.0,3630
>New batch arrives,0.0,3631
>New batch arrives,0.0,3632
>New batch arrives,0.0,3633
>New batch arrives,0.0,3634
>New batch arrives,0.0,3635
>New batch arrives,0.0,3636
>New batch arrives,0.0,3637
>New batch arrives,0.0,3638
>New batch arrives,0.0,3639
>New batch arrives,0.0,3640
>New batch arrives,0.0,3641
>New batch arrives,0.0,3642
>New batch arrives,0.0,3643
>New batch arrives,0.0,3644
>New batch arrives,0.0,3645
>New batch arrives,0.0,3646
>New batch arrives,0.0,3647
>New batch arrives,0.0,3648
>New batch arrives,0.0,3649
>New batch arrives,0.0,3650
>New batch arrives,0.0,3651
>New batch arrives,0.0,3652
>New batch arrives,0.0,3653
>New batch arrives,0.0,3654
>New batch arrives,0.0,3655
>New batch arrives,0.0,3656
>New batch arrives,0.0,3657
>New batch arrives,0.0,3658
>New batch arrives,0.0,3659
>New batch arrives,0.0,3660
>New batch arrives,0.0,3661
>New batch arrives,0.0,3662
>New batch arrives,0.0,3663
